event,fighter_1,fighter_2,result,method,round,time,fighter_1_elo_start,fighter_2_elo_start,fighter_1_elo_end,fighter_2_elo_end
UFC 267: Blachowicz vs. Teixeira,Andre Petroski,Hu Yaozong,win,SUB,3,4:46,1525.0,1450.15,1544.7,1430.45
UFC 267: Blachowicz vs. Teixeira,Lerone Murphy,Makwan Amirkhani,win,KO/TKO,2,0:14,1550.86,1535.46,1574.75,1511.57
UFC 267: Blachowicz vs. Teixeira,Michal Oleksiejczuk,Shamil Gamzatov,win,KO/TKO,1,3:31,1521.95,1520.23,1546.83,1495.35
UFC 267: Blachowicz vs. Teixeira,Elizeu Zaleski dos Santos,Benoit Saint Denis,win,U-DEC,3,5:00,1596.4,1500.0,1610.99,1485.41
UFC 267: Blachowicz vs. Teixeira,Albert Duraev,Roman Kopylov,win,U-DEC,3,5:00,1500.0,1476.67,1518.66,1458.01
UFC 267: Blachowicz vs. Teixeira,Zubaira Tukhugov,Ricardo Ramos,win,U-DEC,3,5:00,1539.73,1564.62,1561.16,1543.19
UFC 267: Blachowicz vs. Teixeira,Amanda Ribas,Virna Jandiroba,win,U-DEC,3,5:00,1558.36,1540.8,1577.35,1521.81
UFC 267: Blachowicz vs. Teixeira,Magomed Ankalaev,Volkan Oezdemir,win,U-DEC,3,5:00,1609.91,1544.7,1626.2,1528.41
UFC 267: Blachowicz vs. Teixeira,Khamzat Chimaev,Li Jingliang,win,SUB,1,3:16,1568.92,1630.8,1598.33,1601.39
UFC 267: Blachowicz vs. Teixeira,Alexander Volkov,Marcin Tybura,win,U-DEC,3,5:00,1609.94,1601.55,1629.46,1582.03
UFC 267: Blachowicz vs. Teixeira,Islam Makhachev,Dan Hooker,win,SUB,1,2:25,1673.92,1618.84,1694.99,1597.77
UFC 267: Blachowicz vs. Teixeira,Petr Yan,Cory Sandhagen,win,U-DEC,5,5:00,1638.07,1633.52,1657.81,1613.78
UFC 267: Blachowicz vs. Teixeira,Glover Teixeira,Jan Blachowicz,win,SUB,2,3:02,1715.86,1678.9,1738.21,1656.55
UFC 268: Usman vs. Covington 2,Ode Osbourne,CJ Vergara,win,U-DEC,3,5:00,1471.82,1500.0,1493.44,1478.38
UFC 268: Usman vs. Covington 2,Melsik Baghdasaryan,Bruno Souza,win,U-DEC,3,5:00,1525.0,1500.0,1543.56,1481.44
UFC 268: Usman vs. Covington 2,Dustin Jacoby,John Allan,win,U-DEC,3,5:00,1529.31,1481.27,1546.56,1464.02
UFC 268: Usman vs. Covington 2,Chris Barnett,Gian Villante,win,KO/TKO,2,2:23,1479.31,1450.72,1502.26,1427.77
UFC 268: Usman vs. Covington 2,Ian Machado Garry,Jordan Williams,win,KO/TKO,1,4:59,1500.0,1459.14,1522.07,1437.07
UFC 268: Usman vs. Covington 2,Nassourdine Imavov,Edmen Shahbazyan,win,KO/TKO,2,4:52,1527.13,1551.76,1553.9,1524.99
UFC 268: Usman vs. Covington 2,Chris Curtis,Phil Hawes,win,KO/TKO,1,4:27,1500.0,1562.39,1529.44,1532.95
UFC 268: Usman vs. Covington 2,King Green,Al Iaquinta,win,KO/TKO,1,2:25,1529.2,1601.35,1559.32,1571.23
UFC 268: Usman vs. Covington 2,Alex Pereira,Andreas Michailidis,win,KO/TKO,2,0:18,1500.0,1495.18,1524.65,1470.53
UFC 268: Usman vs. Covington 2,Justin Gaethje,Michael Chandler,win,U-DEC,3,5:00,1616.41,1521.91,1631.1,1507.22
UFC 268: Usman vs. Covington 2,Shane Burgos,Billy Quarantillo,win,U-DEC,3,5:00,1557.41,1569.14,1578.08,1548.47
UFC 268: Usman vs. Covington 2,Marlon Vera,Frankie Edgar,win,KO/TKO,3,3:50,1617.07,1641.65,1643.84,1614.88
UFC 268: Usman vs. Covington 2,Rose Namajunas,Zhang Weili,win,S-DEC,5,5:00,1634.21,1589.23,1651.64,1571.8
UFC 268: Usman vs. Covington 2,Kamaru Usman,Colby Covington,win,U-DEC,5,5:00,1785.71,1693.58,1800.53,1678.76
UFC Fight Night: Holloway vs. Rodriguez,Da Woon Jung,Kennedy Nzechukwu,win,KO/TKO,1,3:04,1565.99,1546.73,1589.61,1523.11
UFC Fight Night: Holloway vs. Rodriguez,Rafael Alves,Marc Diakiese,win,SUB,1,1:48,1483.24,1513.7,1510.43,1486.51
UFC Fight Night: Holloway vs. Rodriguez,Cortney Casey,Liana Jojua,win,U-DEC,3,5:00,1463.58,1472.95,1484.12,1452.41
UFC Fight Night: Holloway vs. Rodriguez,Sean Woodson,Collin Anglin,win,KO/TKO,1,4:30,1508.29,1475.0,1530.9,1452.39
UFC Fight Night: Holloway vs. Rodriguez,Andrea Lee,Cynthia Calvillo,win,KO/TKO,2,5:00,1520.36,1552.09,1547.64,1524.81
UFC Fight Night: Holloway vs. Rodriguez,Joel Alvarez,Thiago Moises,win,KO/TKO,1,3:01,1555.7,1538.33,1579.45,1514.58
UFC Fight Night: Holloway vs. Rodriguez,Song Yadong,Julio Arce,win,KO/TKO,2,1:35,1608.04,1544.67,1628.53,1524.18
UFC Fight Night: Holloway vs. Rodriguez,Khaos Williams,Miguel Baeza,win,KO/TKO,3,1:02,1554.79,1559.64,1580.14,1534.29
UFC Fight Night: Holloway vs. Rodriguez,Felicia Spencer,Leah Letson,win,KO/TKO,3,4:25,1499.83,1520.0,1526.28,1493.55
UFC Fight Night: Holloway vs. Rodriguez,Marcos Rogerio de Lima,Ben Rothwell,win,KO/TKO,1,0:32,1530.01,1581.2,1558.67,1552.54
UFC Fight Night: Holloway vs. Rodriguez,Max Holloway,Yair Rodriguez,win,U-DEC,5,5:00,1726.91,1642.21,1742.13,1626.99
UFC Fight Night: Vieira vs. Tate,Luana Pinheiro,Sam Hughes,win,U-DEC,3,5:00,1517.09,1459.71,1533.82,1442.98
UFC Fight Night: Vieira vs. Tate,Shayilan Nuerdanbieke,Sean Soriano,win,U-DEC,3,5:00,1478.54,1414.22,1494.88,1397.88
UFC Fight Night: Vieira vs. Tate,Cody Durden,Aoriqileng,win,U-DEC,3,5:00,1476.1,1480.0,1496.32,1459.78
UFC Fight Night: Vieira vs. Tate,Loopy Godinez,Loma Lookboonmee,win,U-DEC,3,5:00,1484.51,1535.86,1507.44,1512.93
UFC Fight Night: Vieira vs. Tate,Rafa Garcia,Natan Levy,win,U-DEC,3,5:00,1462.15,1500.0,1484.32,1477.83
UFC Fight Night: Vieira vs. Tate,Pat Sabatini,Tucker Lutz,win,U-DEC,3,5:00,1544.87,1518.87,1563.38,1500.36
UFC Fight Night: Vieira vs. Tate,Adrian Yanez,Davey Grant,win,S-DEC,3,5:00,1571.78,1510.84,1588.31,1494.31
UFC Fight Night: Vieira vs. Tate,Rani Yahya,Kyung Ho Kang,win,U-DEC,3,5:00,1622.73,1584.26,1640.52,1566.47
UFC Fight Night: Vieira vs. Tate,Taila Santos,Joanne Wood,win,SUB,1,4:49,1545.08,1513.04,1567.78,1490.34
UFC Fight Night: Vieira vs. Tate,Sean Brady,Michael Chiesa,win,U-DEC,3,5:00,1592.93,1633.53,1615.26,1611.2
UFC Fight Night: Vieira vs. Tate,Ketlen Vieira,Miesha Tate,win,U-DEC,5,5:00,1548.81,1545.46,1568.62,1525.65
UFC Fight Night: Font vs. Aldo,Vince Morales,Louis Smolka,win,KO/TKO,1,2:02,1481.37,1522.62,1509.32,1494.67
UFC Fight Night: Font vs. Aldo,Claudio Puelles,Chris Gruetzemacher,win,SUB,3,3:25,1540.75,1500.98,1562.9,1478.83
UFC Fight Night: Font vs. Aldo,William Knight,Alonzo Menifield,win,U-DEC,3,5:00,1525.73,1550.72,1547.17,1529.28
UFC Fight Night: Font vs. Aldo,Cheyanne Vlismas,Mallory Martin,win,U-DEC,3,5:00,1504.82,1470.25,1522.84,1452.23
UFC Fight Night: Font vs. Aldo,Bryan Barberena,Darian Weeks,win,U-DEC,3,5:00,1511.79,1500.0,1531.11,1480.68
UFC Fight Night: Font vs. Aldo,Manel Kape,Zhalgas Zhumagulov,win,KO/TKO,1,4:02,1494.38,1484.67,1518.68,1460.37
UFC Fight Night: Font vs. Aldo,Dusko Todorovic,Maki Pitolo,win,KO/TKO,1,4:34,1475.96,1438.02,1498.24,1415.74
UFC Fight Night: Font vs. Aldo,Alex Morono,Mickey Gall,win,U-DEC,3,5:00,1587.98,1558.97,1606.31,1540.64
UFC Fight Night: Font vs. Aldo,Chris Curtis,Brendan Allen,win,KO/TKO,2,1:58,1529.44,1591.9,1558.89,1562.45
UFC Fight Night: Font vs. Aldo,Clay Guida,Leonardo Santos,win,SUB,2,1:21,1515.63,1612.84,1547.45,1581.02
UFC Fight Night: Font vs. Aldo,Jamahal Hill,Jimmy Crute,win,KO/TKO,1,0:48,1524.38,1553.28,1551.45,1526.21
UFC Fight Night: Font vs. Aldo,Rafael Fiziev,Brad Riddell,win,KO/TKO,3,2:20,1568.11,1580.23,1593.98,1554.36
UFC Fight Night: Font vs. Aldo,Jose Aldo,Rob Font,win,U-DEC,5,5:00,1636.24,1641.23,1656.53,1620.94
UFC 269: Oliveira vs. Poirier,Gillian Robertson,Priscila Cachoeira,win,SUB,1,4:59,1531.16,1492.74,1553.41,1470.49
UFC 269: Oliveira vs. Poirier,Tony Kelley,Randy Costa,win,KO/TKO,2,4:15,1499.94,1498.37,1524.83,1473.48
UFC 269: Oliveira vs. Poirier,Ryan Hall,Darrick Minner,win,U-DEC,3,5:00,1562.1,1504.82,1578.83,1488.09
UFC 269: Oliveira vs. Poirier,Erin Blanchfield,Miranda Maverick,win,U-DEC,3,5:00,1518.53,1525.46,1538.93,1505.06
UFC 269: Oliveira vs. Poirier,Andre Muniz,Eryk Anders,win,SUB,1,3:13,1574.42,1539.4,1596.91,1516.91
UFC 269: Oliveira vs. Poirier,Bruno Silva,Jordan Wright,win,KO/TKO,1,1:28,1558.3,1520.48,1580.59,1498.19
UFC 269: Oliveira vs. Poirier,Tai Tuivasa,Augusto Sakai,win,KO/TKO,2,0:26,1573.52,1538.77,1596.03,1516.26
UFC 269: Oliveira vs. Poirier,Dominick Cruz,Pedro Munhoz,win,U-DEC,3,5:00,1598.12,1595.92,1617.99,1576.05
UFC 269: Oliveira vs. Poirier,Josh Emmett,Dan Ige,win,U-DEC,3,5:00,1620.51,1590.91,1638.81,1572.61
UFC 269: Oliveira vs. Poirier,Sean O'Malley,Raulian Paiva,win,KO/TKO,1,4:42,1602.55,1529.65,1622.38,1509.82
UFC 269: Oliveira vs. Poirier,Kai Kara-France,Cody Garbrandt,win,KO/TKO,1,3:21,1548.62,1579.66,1575.85,1552.43
UFC 269: Oliveira vs. Poirier,Geoff Neal,Santiago Ponzinibbio,win,S-DEC,3,5:00,1578.27,1650.6,1602.37,1626.5
UFC 269: Oliveira vs. Poirier,Julianna Pena,Amanda Nunes,win,SUB,2,3:26,1572.13,1739.76,1608.34,1703.55
UFC 269: Oliveira vs. Poirier,Charles Oliveira,Dustin Poirier,win,SUB,3,1:02,1739.65,1763.54,1766.37,1736.82
UFC Fight Night: Lewis vs. Daukaus,Jordan Leavitt,Matt Sayles,win,SUB,2,2:05,1507.48,1481.21,1530.59,1458.1
UFC Fight Night: Lewis vs. Daukaus,Don'Tale Mayes,Josh Parisian,win,KO/TKO,3,3:26,1474.71,1497.13,1501.32,1470.52
UFC Fight Night: Lewis vs. Daukaus,Raquel Pennington,Macy Chiasson,win,SUB,2,3:07,1578.7,1577.15,1603.59,1552.26
UFC Fight Night: Lewis vs. Daukaus,Charles Jourdain,Andre Ewell,win,U-DEC,3,5:00,1488.5,1494.02,1508.82,1473.7
UFC Fight Night: Lewis vs. Daukaus,Melissa Gatto,Sijara Eubanks,win,KO/TKO,3,0:45,1523.2,1522.13,1548.12,1497.21
UFC Fight Night: Lewis vs. Daukaus,Justin Tafa,Harry Hunsucker,win,KO/TKO,1,1:53,1459.92,1476.93,1486.14,1450.71
UFC Fight Night: Lewis vs. Daukaus,Gerald Meerschaert,Dustin Stoltzfus,win,SUB,3,2:58,1552.83,1456.82,1571.09,1438.56
UFC Fight Night: Lewis vs. Daukaus,Cub Swanson,Darren Elkins,win,KO/TKO,1,2:12,1564.35,1606.89,1592.4,1578.84
UFC Fight Night: Lewis vs. Daukaus,Mateusz Gamrot,Diego Ferreira,win,KO/TKO,2,3:26,1536.76,1599.57,1566.23,1570.1
UFC Fight Night: Lewis vs. Daukaus,Ricky Simon,Raphael Assuncao,win,KO/TKO,2,2:14,1589.72,1584.95,1614.38,1560.29
UFC Fight Night: Lewis vs. Daukaus,Amanda Lemos,Angela Hill,win,S-DEC,3,5:00,1572.64,1488.1,1587.87,1472.87
UFC Fight Night: Lewis vs. Daukaus,Belal Muhammad,Stephen Thompson,win,U-DEC,3,5:00,1645.6,1631.22,1664.77,1612.05
UFC Fight Night: Lewis vs. Daukaus,Derrick Lewis,Chris Daukaus,win,KO/TKO,1,3:36,1675.23,1599.19,1694.84,1579.58
UFC Fight Night: Kattar vs. Chikadze,TJ Brown,Charles Rosa,win,U-DEC,3,5:00,1476.25,1491.95,1497.15,1471.05
UFC Fight Night: Kattar vs. Chikadze,Brian Kelleher,Kevin Croom,win,U-DEC,3,5:00,1556.15,1482.71,1571.98,1466.88
UFC Fight Night: Kattar vs. Chikadze,Court McGee,Ramiz Brahimaj,win,U-DEC,3,5:00,1492.84,1499.37,1513.22,1478.99
UFC Fight Night: Kattar vs. Chikadze,Jamie Pickett,Joseph Holmes,win,U-DEC,3,5:00,1477.74,1500.0,1499.02,1478.72
UFC Fight Night: Kattar vs. Chikadze,Bill Algeo,Joanderson Brito,win,U-DEC,3,5:00,1488.35,1500.0,1509.02,1479.33
UFC Fight Night: Kattar vs. Chikadze,Viacheslav Borshchev,Dakota Bush,win,KO/TKO,1,3:47,1500.0,1479.23,1523.51,1455.72
UFC Fight Night: Kattar vs. Chikadze,Katlyn Cerminara,Jennifer Maia,win,U-DEC,3,5:00,1588.13,1535.33,1605.11,1518.35
UFC Fight Night: Kattar vs. Chikadze,Brandon Royval,Rogerio Bontorin,win,S-DEC,3,5:00,1504.77,1497.67,1524.36,1478.08
UFC Fight Night: Kattar vs. Chikadze,Jake Collier,Chase Sherman,win,SUB,1,2:26,1474.83,1432.48,1496.8,1410.51
UFC Fight Night: Kattar vs. Chikadze,Calvin Kattar,Giga Chikadze,win,U-DEC,5,5:00,1593.34,1643.26,1616.19,1620.41
UFC 270: Ngannou vs. Gane,Jasmine Jasudavicius,Kay Hansen,win,U-DEC,3,5:00,1500.0,1503.56,1520.2,1483.36
UFC 270: Ngannou vs. Gane,Vanessa Demopoulos,Silvana Gomez Juarez,win,SUB,1,2:25,1481.73,1473.38,1506.13,1448.98
UFC 270: Ngannou vs. Gane,Matt Frevola,Genaro Valdez,win,KO/TKO,1,3:15,1478.19,1500.0,1504.76,1473.43
UFC 270: Ngannou vs. Gane,Tony Gravely,Saimon Oliveira,win,U-DEC,3,5:00,1497.84,1500.0,1517.96,1479.88
UFC 270: Ngannou vs. Gane,Jack Della Maddalena,Pete Rodriguez,win,KO/TKO,1,2:59,1500.0,1500.0,1525.0,1475.0
UFC 270: Ngannou vs. Gane,Victor Henry,Raoni Barcelos,win,U-DEC,3,5:00,1500.0,1577.98,1524.42,1553.56
UFC 270: Ngannou vs. Gane,Michael Morales,Trevin Giles,win,KO/TKO,1,4:06,1500.0,1540.34,1527.89,1512.45
UFC 270: Ngannou vs. Gane,Said Nurmagomedov,Cody Stamann,win,SUB,1,0:47,1551.51,1542.9,1575.89,1518.52
UFC 270: Ngannou vs. Gane,Michel Pereira,Andre Fialho,win,U-DEC,3,5:00,1555.57,1500.0,1572.4,1483.17
UFC 270: Ngannou vs. Gane,Deiveson Figueiredo,Brandon Moreno,win,U-DEC,5,5:00,1658.58,1631.58,1677.03,1613.13
UFC 270: Ngannou vs. Gane,Francis Ngannou,Ciryl Gane,win,U-DEC,5,5:00,1736.76,1666.55,1752.77,1650.54
UFC Fight Night: Hermansson vs. Strickland,Malcolm Gordon,Denys Bondar,win,KO/TKO,1,1:22,1475.25,1500.0,1502.03,1473.22
UFC Fight Night: Hermansson vs. Strickland,Phil Rowe,Jason Witt,win,KO/TKO,2,2:15,1505.46,1500.39,1530.1,1475.75
UFC Fight Night: Hermansson vs. Strickland,Jailton Almeida,Danilo Marques,win,KO/TKO,1,2:57,1500.0,1512.67,1525.91,1486.76
UFC Fight Night: Hermansson vs. Strickland,Alexis Davis,Julija Stoliarenko,win,U-DEC,3,5:00,1501.59,1440.23,1518.09,1423.73
UFC Fight Night: Hermansson vs. Strickland,Chidi Njokuani,Marc-Andre Barriault,win,KO/TKO,1,0:16,1500.0,1497.23,1524.8,1472.43
UFC Fight Night: Hermansson vs. Strickland,Hakeem Dawodu,Michael Trizano,win,U-DEC,3,5:00,1559.87,1534.45,1578.41,1515.91
UFC Fight Night: Hermansson vs. Strickland,John Castaneda,Miles Johns,win,SUB,3,1:38,1509.51,1542.63,1536.89,1515.25
UFC Fight Night: Hermansson vs. Strickland,Julian Erosa,Steven Peterson,win,S-DEC,3,5:00,1494.13,1508.07,1514.93,1487.27
UFC Fight Night: Hermansson vs. Strickland,Bryan Battle,Tresean Gore,win,U-DEC,3,5:00,1525.0,1500.0,1543.56,1481.44
UFC Fight Night: Hermansson vs. Strickland,Brendan Allen,Sam Alvey,win,SUB,2,2:10,1562.45,1464.19,1580.56,1446.08
UFC Fight Night: Hermansson vs. Strickland,Shavkat Rakhmonov,Carlston Harris,win,KO/TKO,1,4:10,1562.91,1549.6,1586.95,1525.56
UFC Fight Night: Hermansson vs. Strickland,Nick Maximov,Punahele Soriano,win,S-DEC,3,5:00,1520.0,1530.49,1540.6,1509.89
UFC Fight Night: Hermansson vs. Strickland,Sean Strickland,Jack Hermansson,win,S-DEC,5,5:00,1658.55,1615.78,1676.1,1598.23
UFC 271: Adesanya vs. Whittaker 2,Maxim Grishin,William Knight,win,U-DEC,3,5:00,1484.12,1547.17,1507.71,1523.58
UFC 271: Adesanya vs. Whittaker 2,Jeremiah Wells,Blood Diamond,win,SUB,1,4:38,1530.96,1500.0,1553.74,1477.22
UFC 271: Adesanya vs. Whittaker 2,Douglas Silva de Andrade,Sergey Morozov,win,SUB,2,3:24,1524.98,1495.92,1547.89,1473.01
UFC 271: Adesanya vs. Whittaker 2,Jacob Malkoun,AJ Dobson,win,U-DEC,3,5:00,1497.8,1500.0,1517.93,1479.87
UFC 271: Adesanya vs. Whittaker 2,Ronnie Lawrence,Mana Martinez,win,U-DEC,3,5:00,1523.48,1517.16,1543.12,1497.52
UFC 271: Adesanya vs. Whittaker 2,Carlos Ulberg,Fabio Cherant,win,U-DEC,3,5:00,1474.64,1452.23,1493.35,1433.52
UFC 271: Adesanya vs. Whittaker 2,Kyler Phillips,Marcelo Rojo,win,SUB,3,1:48,1543.18,1474.39,1563.29,1454.28
UFC 271: Adesanya vs. Whittaker 2,Casey O'Neill,Roxanne Modafferi,win,S-DEC,3,5:00,1569.0,1466.73,1583.28,1452.45
UFC 271: Adesanya vs. Whittaker 2,Andrei Arlovski,Jared Vanderaa,win,S-DEC,3,5:00,1574.53,1475.87,1589.0,1461.4
UFC 271: Adesanya vs. Whittaker 2,King Green,Nasrat Haqparast,win,U-DEC,3,5:00,1559.32,1539.19,1578.16,1520.35
UFC 271: Adesanya vs. Whittaker 2,Renato Moicano,Alexander Hernandez,win,SUB,2,1:23,1558.93,1564.72,1584.35,1539.3
UFC 271: Adesanya vs. Whittaker 2,Jared Cannonier,Derek Brunson,win,KO/TKO,2,4:29,1591.5,1685.63,1623.11,1654.02
UFC 271: Adesanya vs. Whittaker 2,Tai Tuivasa,Derrick Lewis,win,KO/TKO,2,1:40,1596.03,1694.84,1627.95,1662.92
UFC 271: Adesanya vs. Whittaker 2,Israel Adesanya,Robert Whittaker,win,U-DEC,5,5:00,1705.5,1723.7,1726.55,1702.65
UFC Fight Night: Walker vs. Hill,Mario Bautista,Jay Perrin,win,U-DEC,3,5:00,1498.7,1500.0,1518.77,1479.93
UFC Fight Night: Walker vs. Hill,Jonathan Pearce,Christian Rodriguez,win,U-DEC,3,5:00,1531.65,1500.0,1549.83,1481.82
UFC Fight Night: Walker vs. Hill,Chad Anheliger,Jesse Strader,win,KO/TKO,3,3:33,1500.0,1476.99,1523.35,1453.64
UFC Fight Night: Walker vs. Hill,Gloria de Paula,Diana Belbita,win,U-DEC,3,5:00,1452.68,1476.71,1474.06,1455.33
UFC Fight Night: Walker vs. Hill,Chas Skelly,Mark Striegl,win,KO/TKO,2,2:01,1584.33,1477.05,1601.85,1459.53
UFC Fight Night: Walker vs. Hill,Stephanie Egger,Jessica-Rose Clark,win,SUB,1,3:44,1506.19,1536.5,1533.37,1509.32
UFC Fight Night: Walker vs. Hill,David Onama,Gabriel Benitez,win,KO/TKO,1,4:24,1478.87,1515.26,1506.48,1487.65
UFC Fight Night: Walker vs. Hill,Joaquin Buckley,Abdul Razak Alhassan,win,S-DEC,3,5:00,1524.63,1525.9,1544.7,1505.83
UFC Fight Night: Walker vs. Hill,Jim Miller,Nikolas Motta,win,KO/TKO,2,1:58,1575.47,1500.0,1595.12,1480.35
UFC Fight Night: Walker vs. Hill,Parker Porter,Alan Baudot,win,U-DEC,3,5:00,1513.77,1476.79,1531.65,1458.91
UFC Fight Night: Walker vs. Hill,Kyle Daukaus,Jamie Pickett,win,SUB,1,4:59,1486.52,1499.02,1512.42,1473.12
UFC Fight Night: Walker vs. Hill,Jamahal Hill,Johnny Walker,win,KO/TKO,1,2:55,1551.45,1546.78,1576.11,1522.12
UFC Fight Night: Makhachev vs. Green,Carlos Hernandez,Victor Altamirano,win,S-DEC,3,5:00,1500.0,1500.0,1520.0,1480.0
UFC Fight Night: Makhachev vs. Green,Ramiz Brahimaj,Micheal Gillmore,win,SUB,1,2:02,1478.99,1475.0,1503.7,1450.29
UFC Fight Night: Makhachev vs. Green,Jonathan Martinez,Alejandro Perez,win,U-DEC,3,5:00,1539.25,1578.36,1561.49,1556.12
UFC Fight Night: Makhachev vs. Green,Terrance McKinney,Fares Ziam,win,SUB,1,2:11,1525.25,1521.65,1549.99,1496.91
UFC Fight Night: Makhachev vs. Green,Josiane Nunes,Ramona Pascual,win,U-DEC,3,5:00,1527.97,1500.0,1546.36,1481.61
UFC Fight Night: Makhachev vs. Green,Ignacio Bahamondes,Rongzhu,win,SUB,3,1:40,1512.22,1504.29,1536.65,1479.86
UFC Fight Night: Makhachev vs. Green,Armen Petrosyan,Gregory Rodrigues,win,S-DEC,3,5:00,1500.0,1545.5,1522.6,1522.9
UFC Fight Night: Makhachev vs. Green,Arman Tsarukyan,Joel Alvarez,win,KO/TKO,2,1:57,1576.0,1579.45,1601.25,1554.2
UFC Fight Night: Makhachev vs. Green,Priscila Cachoeira,Ji Yeon Kim,win,U-DEC,3,5:00,1470.49,1482.26,1491.17,1461.58
UFC Fight Night: Makhachev vs. Green,Wellington Turman,Misha Cirkunov,win,SUB,2,1:29,1476.61,1523.94,1504.99,1495.56
UFC Fight Night: Makhachev vs. Green,Islam Makhachev,King Green,win,KO/TKO,1,3:23,1694.99,1578.16,1711.89,1561.26
UFC 272: Covington vs. Masvidal,Dustin Jacoby,Michal Oleksiejczuk,win,U-DEC,3,5:00,1546.56,1546.83,1566.58,1526.81
UFC 272: Covington vs. Masvidal,Ludovit Klein,Devonte Smith,win,S-DEC,3,5:00,1478.75,1513.36,1500.74,1491.37
UFC 272: Covington vs. Masvidal,Tim Elliott,Tagir Ulanbekov,win,U-DEC,3,5:00,1459.45,1537.77,1483.88,1513.34
UFC 272: Covington vs. Masvidal,Umar Nurmagomedov,Brian Kelleher,win,SUB,1,3:15,1525.0,1571.98,1553.36,1543.62
UFC 272: Covington vs. Masvidal,Maryna Moroz,Mariya Agapova,win,SUB,2,3:27,1539.53,1519.82,1563.11,1496.24
UFC 272: Covington vs. Masvidal,Nicolae Negumereanu,Kennedy Nzechukwu,win,S-DEC,3,5:00,1519.85,1523.11,1540.04,1502.92
UFC 272: Covington vs. Masvidal,Marina Rodriguez,Yan Xiaonan,win,S-DEC,3,5:00,1592.26,1576.57,1611.36,1557.47
UFC 272: Covington vs. Masvidal,Jalin Turner,Jamie Mullarkey,win,KO/TKO,2,0:46,1560.54,1518.62,1582.54,1496.62
UFC 272: Covington vs. Masvidal,Serghei Spivac,Greg Hardy,win,KO/TKO,1,2:16,1526.24,1507.27,1549.88,1483.63
UFC 272: Covington vs. Masvidal,Kevin Holland,Alex Oliveira,win,KO/TKO,2,0:38,1590.45,1514.84,1610.09,1495.2
UFC 272: Covington vs. Masvidal,Bryce Mitchell,Edson Barboza,win,U-DEC,3,5:00,1597.79,1587.12,1617.18,1567.73
UFC 272: Covington vs. Masvidal,Rafael Dos Anjos,Renato Moicano,win,U-DEC,5,5:00,1662.54,1584.35,1678.11,1568.78
UFC 272: Covington vs. Masvidal,Colby Covington,Jorge Masvidal,win,U-DEC,5,5:00,1678.76,1631.02,1696.03,1613.75
UFC Fight Night: Santos vs. Ankalaev,Azamat Murzakanov,Tafon Nchukwi,win,KO/TKO,3,0:44,1500.0,1517.19,1526.24,1490.95
UFC Fight Night: Santos vs. Ankalaev,Guido Cannetti,Kris Moutinho,win,KO/TKO,1,2:07,1433.09,1480.89,1461.51,1452.47
UFC Fight Night: Santos vs. Ankalaev,Cody Brundage,Dalcha Lungiambula,win,SUB,1,3:41,1480.0,1495.13,1506.09,1469.04
UFC Fight Night: Santos vs. Ankalaev,Miranda Maverick,Sabina Mazo,win,SUB,2,2:15,1505.06,1497.38,1529.51,1472.93
UFC Fight Night: Santos vs. Ankalaev,Damon Jackson,Kamuela Kirk,win,SUB,2,4:42,1502.31,1523.35,1528.82,1496.84
UFC Fight Night: Santos vs. Ankalaev,Javid Basharat,Trevin Jones,win,U-DEC,3,5:00,1500.0,1499.9,1519.99,1479.91
UFC Fight Night: Santos vs. Ankalaev,JJ Aldrich,Gillian Robertson,win,U-DEC,3,5:00,1548.45,1553.41,1568.74,1533.12
UFC Fight Night: Santos vs. Ankalaev,Matthew Semelsberger,AJ Fletcher,win,U-DEC,3,5:00,1546.41,1500.0,1563.75,1482.66
UFC Fight Night: Santos vs. Ankalaev,Alex Pereira,Bruno Silva,win,U-DEC,3,5:00,1524.65,1580.59,1547.84,1557.4
UFC Fight Night: Santos vs. Ankalaev,Drew Dober,Terrance McKinney,win,KO/TKO,1,3:17,1556.36,1549.99,1580.9,1525.45
UFC Fight Night: Santos vs. Ankalaev,Khalil Rountree Jr.,Karl Roberson,win,KO/TKO,2,0:25,1503.47,1498.78,1528.13,1474.12
UFC Fight Night: Santos vs. Ankalaev,Sodiq Yusuff,Alex Caceres,win,U-DEC,3,5:00,1573.05,1586.83,1593.84,1566.04
UFC Fight Night: Santos vs. Ankalaev,Song Yadong,Marlon Moraes,win,KO/TKO,1,2:06,1628.53,1534.44,1646.92,1516.05
UFC Fight Night: Santos vs. Ankalaev,Magomed Ankalaev,Thiago Santos,win,U-DEC,5,5:00,1626.2,1624.52,1646.1,1604.62
UFC Fight Night: Volkov vs. Aspinall,Muhammad Mokaev,Cody Durden,win,SUB,1,0:58,1500.0,1496.32,1524.74,1471.58
UFC Fight Night: Volkov vs. Aspinall,Elise Reed,Cory McKenna,win,S-DEC,3,5:00,1474.78,1521.44,1497.45,1498.77
UFC Fight Night: Volkov vs. Aspinall,Jack Shore,Timur Valiev,win,U-DEC,3,5:00,1578.88,1540.97,1596.71,1523.14
UFC Fight Night: Volkov vs. Aspinall,Paul Craig,Nikita Krylov,win,SUB,1,3:57,1584.32,1560.14,1607.58,1536.88
UFC Fight Night: Volkov vs. Aspinall,Sergei Pavlovich,Shamil Abdurakhimov,win,KO/TKO,1,4:03,1534.85,1523.36,1559.02,1499.19
