event,fighter_1,fighter_2,result,method,round,time,fighter_1_elo_start,fighter_2_elo_start,fighter_1_elo_end,fighter_2_elo_end
UFC on FUEL TV: Barao vs McDonald,Che Mills,Matthew Riddle,nc,Overturned,3,5:00,1527.02,1563.12,1527.02,1563.12
UFC on FUEL TV: Barao vs McDonald,James Te Huna,Ryan Jimmo,win,U-DEC,3,5:00,1562.95,1526.32,1580.85,1508.42
UFC on FUEL TV: Barao vs McDonald,Gunnar Nelson,Jorge Santiago,win,U-DEC,3,5:00,1523.86,1443.62,1539.32,1428.16
UFC on FUEL TV: Barao vs McDonald,Jimi Manuwa,Cyrille Diabate,win,KO/TKO,1,5:00,1526.02,1533.35,1551.55,1507.82
UFC on FUEL TV: Barao vs McDonald,Cub Swanson,Dustin Poirier,win,U-DEC,3,5:00,1556.67,1578.57,1577.93,1557.31
UFC on FUEL TV: Barao vs McDonald,Renan Barao,Michael McDonald,win,SUB,4,3:57,1581.4,1584.06,1606.59,1558.87
UFC 157: Rousey vs Carmouche,Nah-Shon Burrell,Yuri Villefort,win,U-DEC,3,5:00,1500.0,1500.0,1520.0,1480.0
UFC 157: Rousey vs Carmouche,Neil Magny,Jon Manley,win,U-DEC,3,5:00,1500.0,1500.0,1520.0,1480.0
UFC 157: Rousey vs Carmouche,Kenny Robertson,Brock Jardine,win,SUB,1,2:57,1462.96,1484.01,1489.47,1457.5
UFC 157: Rousey vs Carmouche,Sam Stout,Caros Fodor,win,S-DEC,3,5:00,1519.26,1500.0,1538.15,1481.11
UFC 157: Rousey vs Carmouche,Dennis Bermudez,Matt Grice,win,S-DEC,3,5:00,1520.98,1448.54,1536.87,1432.65
UFC 157: Rousey vs Carmouche,Michael Chiesa,Anton Kuivanen,win,SUB,2,2:29,1525.0,1499.71,1548.18,1476.53
UFC 157: Rousey vs Carmouche,Brendan Schaub,Lavar Johnson,win,U-DEC,3,5:00,1512.71,1526.31,1533.49,1505.53
UFC 157: Rousey vs Carmouche,Robbie Lawler,Josh Koscheck,win,KO/TKO,1,3:57,1502.84,1657.01,1538.26,1621.59
UFC 157: Rousey vs Carmouche,Court McGee,Josh Neer,win,U-DEC,3,5:00,1520.58,1480.5,1538.28,1462.8
UFC 157: Rousey vs Carmouche,Urijah Faber,Ivan Menjivar,win,SUB,1,4:34,1509.22,1554.8,1537.48,1526.54
UFC 157: Rousey vs Carmouche,Lyoto Machida,Dan Henderson,win,S-DEC,3,5:00,1641.91,1603.58,1659.71,1585.78
UFC 157: Rousey vs Carmouche,Ronda Rousey,Liz Carmouche,win,SUB,1,4:49,1500.0,1500.0,1525.0,1475.0
UFC on FUEL TV: Silva vs. Stann,Hyun Gyu Lim,Marcelo Guimaraes,win,KO/TKO,2,4:00,1500.0,1518.56,1526.33,1492.23
UFC on FUEL TV: Silva vs. Stann,Alex Caceres,Kyung Ho Kang,nc,Overturned,3,5:00,1499.82,1500.0,1499.82,1500.0
UFC on FUEL TV: Silva vs. Stann,Kazuki Tokudome,Cristiano Marcello,win,U-DEC,3,5:00,1500.0,1497.86,1519.88,1477.98
UFC on FUEL TV: Silva vs. Stann,Takeya Mizugaki,Bryan Caraway,win,S-DEC,3,5:00,1523.34,1548.2,1544.77,1526.77
UFC on FUEL TV: Silva vs. Stann,Brad Tavares,Riki Fukuda,win,U-DEC,3,5:00,1556.07,1500.87,1572.92,1484.02
UFC on FUEL TV: Silva vs. Stann,Dong Hyun Kim,Siyar Bahadurzada,win,U-DEC,3,5:00,1583.26,1528.71,1600.15,1511.82
UFC on FUEL TV: Silva vs. Stann,Rani Yahya,Mizuto Hirota,win,U-DEC,3,5:00,1519.38,1500.0,1538.27,1481.11
UFC on FUEL TV: Silva vs. Stann,Yushin Okami,Hector Lombard,win,S-DEC,3,5:00,1649.03,1516.28,1661.74,1503.57
UFC on FUEL TV: Silva vs. Stann,Diego Sanchez,Takanori Gomi,win,S-DEC,3,5:00,1617.76,1523.19,1632.45,1508.5
UFC on FUEL TV: Silva vs. Stann,Mark Hunt,Stefan Struve,win,KO/TKO,3,1:44,1552.01,1629.7,1582.51,1599.2
UFC on FUEL TV: Silva vs. Stann,Wanderlei Silva,Brian Stann,win,KO/TKO,2,4:08,1496.44,1551.41,1525.36,1522.49
UFC 158: St-Pierre vs Diaz,George Roop,Reuben Duran,win,U-DEC,3,5:00,1441.57,1482.42,1463.91,1460.08
UFC 158: St-Pierre vs Diaz,TJ Dillashaw,Issei Tamura,win,KO/TKO,2,0:26,1522.13,1498.15,1545.41,1474.87
UFC 158: St-Pierre vs Diaz,Rick Story,Quinn Mulhern,win,KO/TKO,1,3:05,1563.86,1500.0,1584.32,1479.54
UFC 158: St-Pierre vs Diaz,John Makdessi,Daron Cruickshank,win,U-DEC,3,5:00,1515.28,1543.66,1536.91,1522.03
UFC 158: St-Pierre vs Diaz,Jordan Mein,Dan Miller,win,KO/TKO,1,4:42,1500.0,1532.77,1527.35,1505.42
UFC 158: St-Pierre vs Diaz,Darren Elkins,Antonio Carvalho,win,KO/TKO,1,3:06,1576.84,1528.18,1598.36,1506.66
UFC 158: St-Pierre vs Diaz,Patrick Cote,Bobby Voelker,win,U-DEC,3,5:00,1474.25,1500.0,1495.73,1478.52
UFC 158: St-Pierre vs Diaz,Mike Ricci,Colin Fletcher,win,U-DEC,3,5:00,1480.0,1480.0,1500.0,1460.0
UFC 158: St-Pierre vs Diaz,Chris Camozzi,Nick Ring,win,S-DEC,3,5:00,1560.39,1543.57,1579.42,1524.54
UFC 158: St-Pierre vs Diaz,Jake Ellenberger,Nate Marquardt,win,KO/TKO,1,3:00,1607.68,1629.22,1634.23,1602.67
UFC 158: St-Pierre vs Diaz,Johny Hendricks,Carlos Condit,win,U-DEC,3,5:00,1684.03,1596.98,1699.12,1581.89
UFC 158: St-Pierre vs Diaz,Georges St-Pierre,Nick Diaz,win,U-DEC,5,5:00,1782.89,1561.99,1791.65,1553.23
UFC on FUEL TV: Mousasi vs Latifi,Papy Abedi,Besam Yousef,win,S-DEC,3,5:00,1457.89,1475.0,1478.87,1454.02
UFC on FUEL TV: Mousasi vs Latifi,Tom Lawlor,Michael Kuiper,win,SUB,2,1:05,1498.42,1505.14,1523.9,1479.66
UFC on FUEL TV: Mousasi vs Latifi,Ryan LaFlare,Ben Alloway,win,U-DEC,3,5:00,1500.0,1525.0,1521.44,1503.56
UFC on FUEL TV: Mousasi vs Latifi,Conor McGregor,Marcus Brimage,win,KO/TKO,1,1:07,1500.0,1558.95,1529.2,1529.75
UFC on FUEL TV: Mousasi vs Latifi,Adlan Amagov,Chris Spang,win,U-DEC,3,5:00,1500.0,1500.0,1520.0,1480.0
UFC on FUEL TV: Mousasi vs Latifi,Tor Troeng,Adam Cella,win,SUB,1,3:11,1500.0,1500.0,1525.0,1475.0
UFC on FUEL TV: Mousasi vs Latifi,Reza Madadi,Michael Johnson,win,SUB,3,1:33,1502.14,1532.48,1529.32,1505.3
UFC on FUEL TV: Mousasi vs Latifi,Akira Corassani,Robert Peralta,win,U-DEC,3,5:00,1520.0,1540.73,1541.19,1519.54
UFC on FUEL TV: Mousasi vs Latifi,Diego Brandao,Pablo Garza,win,SUB,1,3:27,1524.11,1519.65,1548.79,1494.97
UFC on FUEL TV: Mousasi vs Latifi,Brad Pickett,Mike Easton,win,S-DEC,3,5:00,1506.93,1541.76,1528.93,1519.76
UFC on FUEL TV: Mousasi vs Latifi,Matt Mitrione,Philip De Fries,win,KO/TKO,1,0:19,1557.41,1492.74,1577.81,1472.34
UFC on FUEL TV: Mousasi vs Latifi,Ross Pearson,Ryan Couture,win,KO/TKO,2,3:45,1556.04,1500.0,1577.04,1479.0
UFC on FUEL TV: Mousasi vs Latifi,Gegard Mousasi,Ilir Latifi,win,U-DEC,3,5:00,1500.0,1500.0,1520.0,1480.0
The Ultimate Fighter: Team Jones vs. Team Sonnen Finale,Daniel Pineda,Justin Lawrence,win,SUB,1,1:35,1496.71,1498.16,1521.81,1473.06
The Ultimate Fighter: Team Jones vs. Team Sonnen Finale,Maximo Blanco,Sam Sicilia,win,U-DEC,3,5:00,1481.15,1499.64,1502.21,1478.58
The Ultimate Fighter: Team Jones vs. Team Sonnen Finale,Cole Miller,Bart Palaszewski,win,SUB,1,4:23,1531.77,1487.62,1553.61,1465.78
The Ultimate Fighter: Team Jones vs. Team Sonnen Finale,Clint Hester,Bristol Marunde,win,KO/TKO,3,3:53,1500.0,1500.0,1525.0,1475.0
The Ultimate Fighter: Team Jones vs. Team Sonnen Finale,Dylan Andrews,Jimmy Quinlan,win,KO/TKO,1,3:22,1500.0,1500.0,1525.0,1475.0
The Ultimate Fighter: Team Jones vs. Team Sonnen Finale,Luke Barnatt,Collin Hart,win,U-DEC,3,5:00,1500.0,1500.0,1520.0,1480.0
The Ultimate Fighter: Team Jones vs. Team Sonnen Finale,Josh Samman,Kevin Casey,win,KO/TKO,2,2:17,1500.0,1500.0,1525.0,1475.0
The Ultimate Fighter: Team Jones vs. Team Sonnen Finale,Robert McDaniel,Gilbert Smith,win,SUB,3,2:49,1500.0,1500.0,1525.0,1475.0
The Ultimate Fighter: Team Jones vs. Team Sonnen Finale,Travis Browne,Gabriel Gonzaga,win,KO/TKO,1,1:11,1561.46,1575.47,1587.47,1549.46
The Ultimate Fighter: Team Jones vs. Team Sonnen Finale,Cat Zingano,Miesha Tate,win,KO/TKO,3,2:55,1500.0,1500.0,1525.0,1475.0
The Ultimate Fighter: Team Jones vs. Team Sonnen Finale,Kelvin Gastelum,Uriah Hall,win,S-DEC,3,5:00,1500.0,1500.0,1520.0,1480.0
The Ultimate Fighter: Team Jones vs. Team Sonnen Finale,Urijah Faber,Scott Jorgensen,win,SUB,4,3:16,1537.48,1516.88,1561.0,1493.36
UFC on FOX: Henderson vs Melendez,Yoel Romero,Clifford Starks,win,KO/TKO,1,1:32,1500.0,1496.68,1524.76,1471.92
UFC on FOX: Henderson vs Melendez,Anthony Njokuani,Roger Bowling,win,KO/TKO,2,2:52,1487.25,1500.0,1513.17,1474.08
UFC on FOX: Henderson vs Melendez,TJ Dillashaw,Hugo Viana,win,KO/TKO,1,4:22,1545.41,1544.02,1570.31,1519.12
UFC on FOX: Henderson vs Melendez,Jorge Masvidal,Tim Means,win,U-DEC,3,5:00,1500.0,1545.0,1522.58,1522.42
UFC on FOX: Henderson vs Melendez,Joseph Benavidez,Darren Uyenoyama,win,KO/TKO,2,4:50,1556.34,1542.49,1580.34,1518.49
UFC on FOX: Henderson vs Melendez,Myles Jury,Ramsey Nijem,win,KO/TKO,2,1:02,1546.67,1541.0,1571.26,1516.41
UFC on FOX: Henderson vs Melendez,Francis Carmont,Lorenz Larkin,win,U-DEC,3,5:00,1583.74,1500.0,1599.01,1484.73
UFC on FOX: Henderson vs Melendez,Chad Mendes,Darren Elkins,win,KO/TKO,1,1:08,1560.27,1598.36,1588.0,1570.63
UFC on FOX: Henderson vs Melendez,Matt Brown,Jordan Mein,win,KO/TKO,2,1:00,1585.53,1527.35,1606.38,1506.5
UFC on FOX: Henderson vs Melendez,Josh Thomson,Nate Diaz,win,KO/TKO,2,3:44,1523.14,1614.16,1554.54,1582.76
UFC on FOX: Henderson vs Melendez,Daniel Cormier,Frank Mir,win,U-DEC,3,5:00,1500.0,1626.11,1526.96,1599.15
UFC on FOX: Henderson vs Melendez,Benson Henderson,Gilbert Melendez,win,S-DEC,5,5:00,1643.57,1500.0,1655.75,1487.82
UFC 159: Jones vs Sonnen,Steven Siler,Kurt Holobaugh,win,U-DEC,3,5:00,1544.82,1500.0,1562.25,1482.57
UFC 159: Jones vs Sonnen,Cody McKenzie,Leonard Garcia,win,U-DEC,3,5:00,1478.13,1425.67,1495.13,1408.67
UFC 159: Jones vs Sonnen,Bryan Caraway,Johnny Bedford,win,SUB,3,4:44,1526.77,1550.0,1553.44,1523.33
UFC 159: Jones vs Sonnen,Sara McMann,Sheila Gaff,win,KO/TKO,1,4:06,1500.0,1500.0,1525.0,1475.0
UFC 159: Jones vs Sonnen,Ovince Saint Preux,Gian Villante,win,M-DEC,3,0:33,1500.0,1500.0,1520.0,1480.0
UFC 159: Jones vs Sonnen,Rustam Khabilov,Yancy Medeiros,win,KO/TKO,1,2:32,1525.0,1500.0,1548.2,1476.8
UFC 159: Jones vs Sonnen,Jim Miller,Pat Healy,nc,Overturned,3,4:02,1646.68,1475.0,1646.68,1475.0
UFC 159: Jones vs Sonnen,Phil Davis,Vinny Magalhaes,win,U-DEC,3,5:00,1605.46,1488.84,1618.99,1475.31
UFC 159: Jones vs Sonnen,Roy Nelson,Cheick Kongo,win,KO/TKO,1,2:03,1572.99,1603.31,1600.17,1576.13
UFC 159: Jones vs Sonnen,Michael Bisping,Alan Belcher,win,U-DEC,3,4:31,1617.25,1603.11,1636.44,1583.92
UFC 159: Jones vs Sonnen,Jon Jones,Chael Sonnen,win,KO/TKO,1,4:33,1732.25,1570.18,1746.37,1556.06
UFC on FX: Belfort vs. Rockhold,Lucas Martins,Jeremy Larsen,win,KO/TKO,3,0:13,1479.17,1475.0,1503.87,1450.3
UFC on FX: Belfort vs. Rockhold,Jussier Formiga,Chris Cariaso,win,U-DEC,3,5:00,1478.12,1528.19,1500.98,1505.33
UFC on FX: Belfort vs. Rockhold,John Lineker,Azamat Gashimov,win,KO/TKO,2,1:07,1493.46,1477.3,1517.3,1453.46
UFC on FX: Belfort vs. Rockhold,Fabio Maldonado,Roger Hollett,win,U-DEC,3,5:00,1464.96,1485.09,1486.12,1463.93
UFC on FX: Belfort vs. Rockhold,Iuri Alcantara,Iliarde Santos,win,KO/TKO,1,2:31,1514.01,1500.0,1538.0,1476.01
UFC on FX: Belfort vs. Rockhold,Paulo Thiago,Michel Prazeres,win,U-DEC,3,5:00,1505.65,1500.0,1525.32,1480.33
UFC on FX: Belfort vs. Rockhold,Gleison Tibau,John Cholish,win,SUB,2,2:34,1575.97,1506.23,1596.02,1486.18
UFC on FX: Belfort vs. Rockhold,Francisco Trinaldo,Mike Rio,win,SUB,1,3:08,1530.79,1523.2,1555.24,1498.75
UFC on FX: Belfort vs. Rockhold,Nik Lentz,Hacran Dias,win,U-DEC,3,5:00,1586.23,1522.07,1602.58,1505.72
UFC on FX: Belfort vs. Rockhold,Rafael Natal,Joao Zeferino,win,U-DEC,3,5:00,1522.98,1500.0,1541.66,1481.32
UFC on FX: Belfort vs. Rockhold,Rafael Dos Anjos,Evan Dunham,win,U-DEC,3,5:00,1583.8,1588.56,1604.07,1568.29
UFC on FX: Belfort vs. Rockhold,Jacare Souza,Chris Camozzi,win,SUB,1,3:37,1500.0,1579.42,1530.62,1548.8
UFC on FX: Belfort vs. Rockhold,Vitor Belfort,Luke Rockhold,win,KO/TKO,1,2:32,1642.5,1500.0,1657.79,1484.71
UFC 160: Velasquez vs Silva 2,Jeremy Stephens,Estevan Payan,win,U-DEC,3,5:00,1496.55,1500.0,1516.75,1479.8
UFC 160: Velasquez vs Silva 2,George Roop,Brian Bowles,win,KO/TKO,2,1:43,1463.91,1516.43,1492.66,1487.68
UFC 160: Velasquez vs Silva 2,Stephen Thompson,Nah-Shon Burrell,win,U-DEC,3,5:00,1504.39,1520.0,1525.29,1499.1
UFC 160: Velasquez vs Silva 2,Khabib Nurmagomedov,Abel Trujillo,win,U-DEC,3,5:00,1574.29,1524.63,1591.45,1507.47
UFC 160: Velasquez vs Silva 2,Robert Whittaker,Colton Smith,win,KO/TKO,3,0:41,1520.0,1520.0,1545.0,1495.0
UFC 160: Velasquez vs Silva 2,Dennis Bermudez,Max Holloway,win,S-DEC,3,5:00,1536.87,1541.36,1557.13,1521.1
UFC 160: Velasquez vs Silva 2,Mike Pyle,Rick Story,win,S-DEC,3,5:00,1589.31,1584.32,1609.02,1564.61
UFC 160: Velasquez vs Silva 2,Donald Cerrone,KJ Noons,win,U-DEC,3,5:00,1588.95,1500.0,1603.94,1485.01
UFC 160: Velasquez vs Silva 2,TJ Grant,Gray Maynard,win,KO/TKO,1,2:07,1600.34,1652.77,1629.08,1624.03
UFC 160: Velasquez vs Silva 2,Glover Teixeira,James Te Huna,win,SUB,1,2:38,1571.97,1580.85,1597.61,1555.21
UFC 160: Velasquez vs Silva 2,Junior Dos Santos,Mark Hunt,win,KO/TKO,3,4:18,1675.61,1582.51,1694.07,1564.05
UFC 160: Velasquez vs Silva 2,Cain Velasquez,Antonio Silva,win,KO/TKO,1,1:21,1669.47,1542.62,1685.73,1526.36
UFC on FUEL TV: Nogueira vs. Werdum,Antonio Braga Neto,Anthony Smith,win,SUB,1,1:52,1500.0,1500.0,1525.0,1475.0
UFC on FUEL TV: Nogueira vs. Werdum,Caio Magalhaes,Karlos Vemola,win,SUB,2,2:49,1480.0,1484.72,1505.34,1459.38
UFC on FUEL TV: Nogueira vs. Werdum,Rodrigo Damm,Mizuto Hirota,win,S-DEC,3,5:00,1503.97,1481.11,1522.66,1462.42
UFC on FUEL TV: Nogueira vs. Werdum,Ildemar Alcantara,Leandro Silva,win,U-DEC,3,5:00,1523.64,1500.0,1542.28,1481.36
UFC on FUEL TV: Nogueira vs. Werdum,Felipe Arantes,Godofredo Pepey,win,KO/TKO,1,3:32,1501.12,1501.15,1526.12,1476.15
UFC on FUEL TV: Nogueira vs. Werdum,Raphael Assuncao,Vaughan Lee,win,SUB,2,1:51,1545.83,1498.11,1567.42,1476.52
UFC on FUEL TV: Nogueira vs. Werdum,Rony Jason,Mike Wilkinson,win,SUB,1,1:24,1545.36,1520.0,1568.54,1496.82
UFC on FUEL TV: Nogueira vs. Werdum,Daniel Sarafian,Eddie Mendez,win,SUB,1,2:20,1481.44,1500.0,1507.77,1473.67
UFC on FUEL TV: Nogueira vs. Werdum,Erick Silva,Jason High,win,SUB,1,1:11,1518.95,1480.0,1541.16,1457.79
UFC on FUEL TV: Nogueira vs. Werdum,Thiago Silva,Rafael Cavalcante,win,KO/TKO,1,4:29,1557.1,1500.0,1578.03,1479.07
UFC on FUEL TV: Nogueira vs. Werdum,Leonardo Santos,William Macario,win,SUB,2,4:43,1500.0,1500.0,1525.0,1475.0
UFC on FUEL TV: Nogueira vs. Werdum,Fabricio Werdum,Antonio Rodrigo Nogueira,win,SUB,2,2:41,1567.32,1563.4,1592.04,1538.68
UFC 161: Evans vs Henderson,Yves Jabouin,Dustin Pague,win,S-DEC,3,5:00,1511.9,1461.57,1529.02,1444.45
UFC 161: Evans vs Henderson,Mitch Clarke,John Maguire,win,U-DEC,3,5:00,1455.29,1509.12,1478.36,1486.05
UFC 161: Evans vs Henderson,Roland Delorme,Edwin Figueroa,win,U-DEC,3,5:00,1549.87,1494.47,1566.71,1477.63
UFC 161: Evans vs Henderson,Sean Pierson,Kenny Robertson,win,M-DEC,3,5:00,1526.32,1489.47,1544.21,1471.58
UFC 161: Evans vs Henderson,James Krause,Sam Stout,win,SUB,3,4:47,1500.0,1538.15,1527.73,1510.42
UFC 161: Evans vs Henderson,Jake Shields,Tyron Woodley,win,S-DEC,3,5:00,1515.4,1520.79,1535.71,1500.48
UFC 161: Evans vs Henderson,Shawn Jordan,Pat Barry,win,KO/TKO,1,0:59,1537.15,1504.08,1559.78,1481.45
UFC 161: Evans vs Henderson,Alexis Davis,Rosi Sexton,win,U-DEC,3,5:00,1500.0,1500.0,1520.0,1480.0
UFC 161: Evans vs Henderson,Ryan Jimmo,Igor Pokrajac,win,U-DEC,3,5:00,1508.42,1511.6,1528.6,1491.42
UFC 161: Evans vs Henderson,Stipe Miocic,Roy Nelson,win,U-DEC,3,5:00,1545.93,1600.17,1569.03,1577.07
UFC 161: Evans vs Henderson,Rashad Evans,Dan Henderson,win,S-DEC,3,5:00,1666.74,1585.78,1682.16,1570.36
UFC 162: Silva vs Weidman,Mike Pierce,David Mitchell,win,KO/TKO,2,2:55,1616.25,1485.37,1632.25,1469.37
UFC 162: Silva vs Weidman,Brian Melancon,Seth Baczynski,win,KO/TKO,1,4:59,1500.0,1557.0,1529.07,1527.93
UFC 162: Silva vs Weidman,Edson Barboza,Rafaello Oliveira,win,KO/TKO,2,1:44,1579.35,1465.38,1596.43,1448.3
UFC 162: Silva vs Weidman,Gabriel Gonzaga,Dave Herman,win,KO/TKO,1,0:17,1549.46,1458.61,1568.07,1440.0
UFC 162: Silva vs Weidman,Norman Parke,Kazuki Tokudome,win,U-DEC,3,5:00,1520.0,1519.88,1539.99,1499.89
UFC 162: Silva vs Weidman,Andrew Craig,Chris Leben,win,S-DEC,3,5:00,1527.31,1538.03,1547.93,1517.41
UFC 162: Silva vs Weidman,Cub Swanson,Dennis Siver,win,KO/TKO,3,2:24,1577.93,1610.82,1605.29,1583.46
UFC 162: Silva vs Weidman,Mark Munoz,Tim Boetsch,win,U-DEC,3,5:00,1599.54,1566.33,1617.63,1548.24
UFC 162: Silva vs Weidman,Tim Kennedy,Roger Gracie,win,U-DEC,3,5:00,1500.0,1500.0,1520.0,1480.0
UFC 162: Silva vs Weidman,Frankie Edgar,Charles Oliveira,win,U-DEC,3,5:00,1606.65,1530.83,1622.35,1515.13
UFC 162: Silva vs Weidman,Chris Weidman,Anderson Silva,win,KO/TKO,2,1:18,1619.12,1801.77,1656.17,1764.72
UFC on FOX: Johnson vs Moraga,Yaotzin Meza,John Albert,win,SUB,2,2:49,1477.72,1451.48,1500.84,1428.36
UFC on FOX: Johnson vs Moraga,Justin Salas,Aaron Riley,win,S-DEC,3,5:00,1495.0,1459.47,1512.96,1441.51
UFC on FOX: Johnson vs Moraga,Germaine de Randamie,Julie Kedzie,win,S-DEC,3,5:00,1500.0,1500.0,1520.0,1480.0
UFC on FOX: Johnson vs Moraga,Ed Herman,Trevor Smith,win,S-DEC,3,5:00,1566.66,1500.0,1582.87,1483.79
UFC on FOX: Johnson vs Moraga,Daron Cruickshank,Yves Edwards,win,S-DEC,3,5:00,1522.03,1543.87,1543.29,1522.61
UFC on FOX: Johnson vs Moraga,Melvin Guillard,Mac Danzig,win,KO/TKO,2,2:47,1539.92,1491.96,1561.49,1470.39
UFC on FOX: Johnson vs Moraga,Danny Castillo,Tim Means,win,U-DEC,3,5:00,1558.0,1522.42,1575.96,1504.46
UFC on FOX: Johnson vs Moraga,Jorge Masvidal,Michael Chiesa,win,SUB,2,4:59,1522.58,1548.18,1549.42,1521.34
UFC on FOX: Johnson vs Moraga,Liz Carmouche,Jessica Andrade,win,KO/TKO,2,3:57,1475.0,1500.0,1501.8,1473.2
UFC on FOX: Johnson vs Moraga,Robbie Lawler,Bobby Voelker,win,KO/TKO,2,0:24,1538.26,1478.52,1559.0,1457.78
UFC on FOX: Johnson vs Moraga,Rory MacDonald,Jake Ellenberger,win,U-DEC,3,5:00,1597.6,1634.23,1619.7,1612.13
UFC on FOX: Johnson vs Moraga,Demetrious Johnson,John Moraga,win,SUB,5,3:43,1579.1,1552.18,1602.17,1529.11
UFC 163: Aldo vs Jung,Viscardi Andrade,Bristol Marunde,win,KO/TKO,1,1:36,1500.0,1475.0,1523.2,1451.8
UFC 163: Aldo vs Jung,Francimar Barroso,Ednaldo Oliveira,win,U-DEC,3,5:00,1500.0,1477.21,1518.69,1458.52
UFC 163: Aldo vs Jung,Rani Yahya,Josh Clopton,win,U-DEC,3,5:00,1538.27,1480.0,1554.95,1463.32
UFC 163: Aldo vs Jung,Ian McCall,Iliarde Santos,win,U-DEC,3,5:00,1464.88,1476.01,1485.52,1455.37
UFC 163: Aldo vs Jung,Sergio Moraes,Neil Magny,win,SUB,1,3:13,1506.44,1520.0,1532.42,1494.02
UFC 163: Aldo vs Jung,Amanda Nunes,Sheila Gaff,win,KO/TKO,1,2:08,1500.0,1475.0,1523.2,1451.8
UFC 163: Aldo vs Jung,Anthony Perosh,Vinny Magalhaes,win,KO/TKO,1,0:14,1492.1,1475.31,1515.89,1451.52
UFC 163: Aldo vs Jung,John Lineker,Jose Maria,win,KO/TKO,2,1:03,1517.3,1500.0,1541.06,1476.24
UFC 163: Aldo vs Jung,Thales Leites,Tom Watson,win,U-DEC,3,5:00,1551.8,1510.38,1569.43,1492.75
UFC 163: Aldo vs Jung,Cezar Ferreira,Thiago Santos,win,SUB,1,0:47,1520.0,1500.0,1543.56,1476.44
UFC 163: Aldo vs Jung,Phil Davis,Lyoto Machida,win,U-DEC,3,5:00,1618.99,1659.71,1641.32,1637.38
UFC 163: Aldo vs Jung,Jose Aldo,Chan Sung Jung,win,KO/TKO,4,2:00,1598.56,1579.54,1622.19,1555.91
UFC Fight Night: Shogun vs Sonnen,James Vick,Ramsey Nijem,win,SUB,1,0:58,1500.0,1516.41,1526.18,1490.23
UFC Fight Night: Shogun vs Sonnen,Ovince Saint Preux,Cody Donovan,win,KO/TKO,1,2:07,1520.0,1523.17,1545.23,1497.94
UFC Fight Night: Shogun vs Sonnen,Manvel Gamburyan,Cole Miller,win,U-DEC,3,5:00,1463.67,1553.61,1488.73,1528.55
UFC Fight Night: Shogun vs Sonnen,Diego Brandao,Daniel Pineda,win,U-DEC,3,5:00,1548.79,1521.81,1567.24,1503.36
UFC Fight Night: Shogun vs Sonnen,Steven Siler,Mike Brown,win,KO/TKO,1,0:50,1562.25,1486.46,1581.88,1466.83
UFC Fight Night: Shogun vs Sonnen,Conor McGregor,Max Holloway,win,U-DEC,3,5:00,1529.2,1521.1,1548.73,1501.57
UFC Fight Night: Shogun vs Sonnen,Michael McDonald,Brad Pickett,win,SUB,2,3:43,1558.87,1528.93,1581.72,1506.08
UFC Fight Night: Shogun vs Sonnen,Michael Johnson,Joe Lauzon,win,U-DEC,3,5:00,1505.3,1584.27,1529.77,1559.8
UFC Fight Night: Shogun vs Sonnen,John Howard,Uriah Hall,win,S-DEC,3,5:00,1512.46,1480.0,1530.6,1461.86
UFC Fight Night: Shogun vs Sonnen,Matt Brown,Mike Pyle,win,KO/TKO,1,0:29,1606.38,1609.02,1631.57,1583.83
UFC Fight Night: Shogun vs Sonnen,Urijah Faber,Iuri Alcantara,win,U-DEC,3,5:00,1561.0,1538.0,1579.68,1519.32
UFC Fight Night: Shogun vs Sonnen,Travis Browne,Alistair Overeem,win,KO/TKO,1,4:08,1587.47,1504.32,1606.6,1485.19
UFC Fight Night: Shogun vs Sonnen,Chael Sonnen,Mauricio Rua,win,SUB,1,4:47,1556.06,1562.75,1581.54,1537.27
UFC Fight Night: Condit vs Kampmann 2,Roger Bowling,Abel Trujillo,nc,CNC,2,4:57,1474.08,1507.47,1474.08,1507.47
UFC Fight Night: Condit vs Kampmann 2,Zak Cummings,Ben Alloway,win,SUB,1,4:19,1500.0,1503.56,1525.26,1478.3
UFC Fight Night: Condit vs Kampmann 2,Jason High,James Head,win,SUB,1,1:41,1457.79,1504.66,1486.14,1476.31
UFC Fight Night: Condit vs Kampmann 2,Darren Elkins,Hatsu Hioki,win,U-DEC,3,5:00,1570.63,1502.69,1586.77,1486.55
UFC Fight Night: Condit vs Kampmann 2,Brandon Thatch,Justin Edwards,win,KO/TKO,1,1:23,1500.0,1507.97,1525.57,1482.4
UFC Fight Night: Condit vs Kampmann 2,Dylan Andrews,Papy Abedi,win,KO/TKO,3,1:32,1525.0,1478.87,1546.7,1457.17
UFC Fight Night: Condit vs Kampmann 2,Brad Tavares,Robert McDaniel,win,U-DEC,3,5:00,1572.92,1525.0,1590.18,1507.74
UFC Fight Night: Condit vs Kampmann 2,Takeya Mizugaki,Erik Perez,win,S-DEC,3,5:00,1544.77,1569.39,1566.18,1547.98
UFC Fight Night: Condit vs Kampmann 2,Court McGee,Robert Whittaker,win,S-DEC,3,5:00,1538.28,1545.0,1558.67,1524.61
UFC Fight Night: Condit vs Kampmann 2,Kelvin Gastelum,Brian Melancon,win,SUB,1,2:26,1520.0,1529.07,1545.65,1503.42
