Fighter,Final ELO,Peak ELO
Cody McKenzie,1476.01,1525.0
Phil Johns,1475.96,1500.0
Darren Stewart,1475.91,1539.09
Seth Baczynski,1475.9,1575.75
Roger Narvaez,1475.89,1500.0
Kamuela Kirk,1475.87,1523.35
Pete Rodriguez,1475.86,1501.54
Ben Sosoli,1475.84,1500.0
Danny Chavez,1475.77,1518.42
Mandy Bohm,1475.76,1500.0
Nick Roehrick,1475.73,1500.0
Ange Loosa,1475.52,1517.98
Garrett Armfield,1475.48,1521.11
Brian Cobb,1475.46,1500.0
Joe Jordan,1475.46,1500.0
Cyril Asker,1475.39,1500.0
Priscila Cachoeira,1475.37,1515.88
Matt Hobar,1475.31,1500.0
Nathan Coy,1475.29,1500.0
Ryan Roberts,1475.29,1500.0
Kit Cope,1475.26,1500.0
Felix Lee Mitchell,1475.25,1500.0
Luis Pajuelo,1475.21,1500.0
Francisco Trevino,1475.19,1518.58
Marco Ruas,1475.16,1500.0
Dale Hartt,1475.14,1501.43
Rodrigo Ruas,1475.13,1500.0
Teila Tuli,1475.13,1500.0
Derrick Noble,1475.13,1500.0
Will Chope,1475.11,1500.0
Jerry Bohlander,1475.09,1500.0
Jesse Sanders,1475.08,1500.0
Branden Lee Hinkle,1475.08,1525.0
Floyd Sword,1475.07,1500.0
Felipe Silva,1475.05,1522.01
Mario Neto,1475.0,1500.0
Manolo Zecchini,1475.0,1500.0
David Baron,1475.0,1500.0
Duda Santana,1475.0,1500.0
Justin James,1475.0,1500.0
Sherman Pendergarst,1475.0,1500.0
Jared Rollins,1475.0,1500.0
Dustin Neace,1475.0,1500.0
Albert Cheng,1475.0,1500.0
Icho Larenas,1475.0,1500.0
Roberto Traven,1475.0,1500.0
Cale Yarbrough,1475.0,1500.0
Joey Gilbert,1475.0,1500.0
Aaron Brink,1475.0,1500.0
Dorian Price,1475.0,1500.0
Bentley Syler,1475.0,1500.0
James Giboo,1475.0,1500.0
Alberta Cerra Leon,1475.0,1500.0
Marcos Vinicius,1475.0,1525.0
Wagner Campos,1475.0,1500.0
Delson Heleno,1475.0,1500.0
Chris Saunders,1475.0,1500.0
John Dowdy,1475.0,1500.0
Asbel Cancio,1475.0,1500.0
Max Gimenis,1475.0,1500.0
Josh Bryant,1475.0,1500.0
Jamie Yager,1475.0,1500.0
Gilbert Smith,1475.0,1500.0
Frank Caracci,1475.0,1500.0
Sean Daugherty,1475.0,1500.0
Feng Xiaocan,1475.0,1500.0
Sam Fulton,1475.0,1500.0
Marcus Silveira,1475.0,1500.0
Houston Dorr,1475.0,1500.0
Darrel Gholar,1475.0,1500.0
Kiru Sahota,1475.0,1500.0
Vinicius Queiroz,1475.0,1500.0
Joey Roberts,1475.0,1500.0
David Levicki,1475.0,1500.0
Billy Miles,1475.0,1500.0
Wade Shipp,1475.0,1500.0
Izabela Badurek,1475.0,1500.0
John Kolosci,1475.0,1500.0
Richie Hightower,1475.0,1500.0
Andy Wang,1475.0,1500.0
Thaddeus Luster,1475.0,1500.0
Leigh Remedios,1475.0,1500.0
Zach Light,1475.0,1500.0
Robert Lucarelli,1475.0,1500.0
Humberto Brown Morrison,1475.0,1500.0
Justin Frazier,1475.0,1500.0
Frank Lester,1475.0,1500.0
Tim McKenzie,1475.0,1500.0
Derek Downey,1475.0,1500.0
Kerry Schall,1475.0,1500.0
Keigo Kunihara,1475.0,1500.0
Steven Koslow,1475.0,1500.0
Richie Smullen,1475.0,1500.0
David Velasquez,1475.0,1500.0
Jermaine Andre,1475.0,1500.0
Manuel Rodriguez,1475.0,1500.0
Anistavio Medeiros,1475.0,1500.0
Martin Svensson,1475.0,1500.0
Zygimantas Ramaska,1475.0,1500.0
Josh Rafferty,1475.0,1500.0
Alex Schoenauer,1475.0,1500.0
Shane Primm,1475.0,1500.0
Michel Batista,1475.0,1500.0
Neil Grove,1475.0,1500.0
Gerald Strebendt,1475.0,1500.0
John Polakowski,1475.0,1500.0
Jules Bruchez,1475.0,1500.0
Vernon Ramos Ho,1475.0,1500.0
Bruno Korea,1475.0,1500.0
Tom Egan,1475.0,1500.0
Cory Walmsley,1475.0,1500.0
Kristof Midoux,1475.0,1500.0
Bharat Kandare,1475.0,1500.0
Karine Gevorgyan,1475.0,1500.0
Ariel Beck,1475.0,1500.0
Danillo Villefort,1475.0,1500.0
Rolles Gracie,1475.0,1500.0
Maia Stevenson,1475.0,1500.0
Darrill Schoonover,1475.0,1500.0
Mike King,1475.0,1500.0
Sean Gannon,1475.0,1500.0
Eric Nolan,1475.0,1500.0
Saeed Hosseini,1475.0,1500.0
Wes Albritton,1475.0,1500.0
Tai Bowden,1475.0,1500.0
Matt Andersen,1475.0,1500.0
Koji Kitao,1475.0,1500.0
Tony Halme,1475.0,1500.0
Dmitri Stepanov,1475.0,1500.0
Christina Marks,1475.0,1500.0
Trent Jenkins,1475.0,1500.0
Marcus Jones,1475.0,1500.0
Emmanuel Yarborough,1475.0,1500.0
Andy Anderson,1475.0,1500.0
Ernie Verdicia,1475.0,1500.0
Elisha Ellison,1475.0,1500.0
Rodrigo Sezinando,1475.0,1500.0
Aaron Wilkinson,1475.0,1500.0
SeungGuk Choi,1475.0,1500.0
Chris Sanford,1475.0,1500.0
Jason Thacker,1475.0,1500.0
Lodune Sincaid,1475.0,1500.0
Larry Cureton,1475.0,1500.0
Jimmy Quinlan,1475.0,1500.0
Fredson Paixao,1475.0,1500.0
Flavio Luiz Moura,1475.0,1500.0
Nandor Guelmino,1475.0,1500.0
Adam Cella,1475.0,1500.0
Lowell Anderson,1475.0,1500.0
David Roberts,1475.0,1500.0
Tony Petarra,1475.0,1500.0
Masutatsu Yano,1475.0,1500.0
Chris Condo,1475.0,1500.0
Kevin Christian,1474.96,1500.0
Kelly Dullanty,1474.93,1500.0
Anthony Njokuani,1474.9,1513.17
Austin Lingo,1474.89,1520.79
Issei Tamura,1474.87,1525.22
Jeff Newton,1474.84,1500.0
Stevie Lynch,1474.82,1500.0
Ron Stallings,1474.8,1500.0
Emil Meek,1474.79,1522.1
Carlo Pedersoli Jr.,1474.76,1519.26
Scott Junk,1474.76,1500.0
Rick Davis,1474.73,1500.0
Keita Nakamura,1474.72,1500.0
Ryan Madigan,1474.71,1500.0
Allen Crowder,1474.68,1500.0
Sean McCorkle,1474.66,1525.0
Yui Chul Nam,1474.64,1519.99
Abdul-Kareem Al-Selwady,1474.64,1500.0
Kanako Murata,1474.6,1518.12
Kevin Burns,1474.58,1551.21
Court McGee,1474.56,1563.71
Misha Cirkunov,1474.55,1597.04
Pete Spratt,1474.54,1526.6
Jim Alers,1474.54,1520.0
Mark Weir,1474.53,1524.84
Marcus Aurelio,1474.31,1528.8
Roosevelt Roberts,1474.16,1564.88
Masio Fullen,1474.13,1520.0
Melissa Martinez,1474.13,1500.0
David Michaud,1474.0,1500.0
Manvel Gamburyan,1474.0,1524.63
Ronald Jhun,1473.98,1500.0
Solomon Hutcherson,1473.89,1500.0
Max Rohskopf,1473.89,1500.0
Stanislav Nedkov,1473.84,1526.81
William Knight,1473.8,1547.16
Allen Berube,1473.74,1500.0
John Yannis,1473.73,1500.0
Jerrod Sanders,1473.72,1500.0
Goran Reljic,1473.71,1530.53
Matthew Lopez,1473.71,1530.65
Andre Ewell,1473.7,1538.88
Joshua Weems,1473.69,1500.0
Eddie Mendez,1473.67,1500.0
Charlie Valencia,1473.59,1500.0
Bubba Bush,1473.56,1500.0
Braxton Smith,1473.55,1500.0
Alibi Idiris,1473.53,1500.0
Shunichi Shimizu,1473.53,1500.0
Callan Potter,1473.52,1500.0
Aaron Rosa,1473.48,1500.0
Filip Pejic,1473.48,1500.0
Yuneisy Duben,1473.4,1500.0
Daniel Barez,1473.37,1500.0
James Moontasri,1473.36,1510.1
Luke Zachrich,1473.36,1500.0
Brian Geraghty,1473.33,1500.0
James McSweeney,1473.33,1525.0
Ivan Serati,1473.33,1500.0
Nate Schroeder,1473.2,1500.0
Donnie Chappell,1473.2,1500.0
Roland Payne,1473.2,1500.0
Sean Alvarez,1473.2,1500.0
Kristian Rothaermel,1473.2,1500.0
Brian Johnston,1473.2,1500.0
Roger Zapata,1473.2,1500.0
Ray Wizard,1473.08,1500.0
Ernest Chavez,1473.08,1520.0
Paul Georgieff,1473.08,1500.0
Justin Lawrence,1473.06,1525.0
Chris Liguori,1473.05,1500.0
Carlos Hernandez,1473.02,1520.0
Sabina Mazo,1472.93,1547.48
Eugene Jackson,1472.91,1546.53
James Lee,1472.87,1500.0
Johnny Bedford,1472.85,1550.0
David Heath,1472.78,1543.56
Raphael Pessoa,1472.42,1500.0
Philip De Fries,1472.34,1520.39
Felipe Olivieri,1472.28,1500.0
Jeremy Stephens,1472.23,1601.39
Sean Sharaf,1472.22,1500.0
Justine Kish,1472.16,1537.7
Cameron Dollar,1472.12,1500.0
Joao Pierini,1472.09,1500.0
Poliana Botelho,1472.02,1543.67
Armen Petrosyan,1472.0,1541.37
Ricardo Romero,1471.98,1522.01
Jake Ellenberger,1471.96,1634.3
Mario Miranda,1471.95,1505.09
Clifford Starks,1471.92,1520.0
Yves Jabouin,1471.8,1539.64
Alex Karalexis,1471.69,1525.0
Brok Weaver,1471.64,1518.76
Geane Herrera,1471.62,1508.19
Gabriel Benitez,1471.59,1563.7
Matt Schnell,1471.48,1550.55
Deron Winn,1471.46,1517.41
Thiago Perpetuo,1471.29,1525.0
Nadia Kassem,1471.26,1518.75
Patrick Cummins,1471.23,1544.97
Francisco Rivera,1471.12,1543.77
Rafael Alves,1470.98,1510.43
Ricky Turcios,1470.85,1520.0
Josh Stansbury,1470.81,1520.0
Sasha Palatnikov,1470.76,1525.0
Daniel Pineda,1470.72,1550.0
Hans Stringer,1470.55,1521.07
Marc-Andre Barriault,1470.52,1525.33
Khama Worthy,1470.51,1555.0
Kai Kamaka,1470.5,1520.0
Abu Azaitar,1470.5,1520.8
AJ Fletcher,1470.47,1500.0
Anthony Perosh,1470.45,1522.38
Damir Hadzovic,1470.43,1538.75
Tom Blackledge,1470.33,1500.0
Yves Edwards,1470.3,1596.41
Ottman Azaitar,1470.27,1551.02
Chris Beal,1470.27,1543.56
Marcus LeVesseur,1470.26,1500.0
Luana Pinheiro,1470.14,1552.21
Mike Jackson,1469.9,1500.0
Scott Askham,1469.79,1510.27
Milana Dudieva,1469.78,1518.85
Ricky Glenn,1469.76,1536.59
Louis Smolka,1469.64,1594.59
Jorge Gurgel,1469.55,1520.12
Isaac Vallie-Flagg,1469.24,1523.85
Anshul Jubli,1469.16,1525.0
Kyle Kingsbury,1468.94,1563.5
Devin Clark,1468.88,1526.78
Travis Lutter,1468.85,1523.25
Tresean Gore,1468.81,1509.23
Patchy Mix,1468.66,1500.0
Jason Dent,1468.64,1500.0
Kron Gracie,1468.53,1525.64
Marcin Held,1468.47,1500.0
Corey Hill,1468.44,1523.2
Caol Uno,1468.41,1530.66
Joe Riggs,1468.4,1533.87
Eric Shelton,1468.33,1500.0
Ryo Chonan,1468.32,1506.55
Chris Cope,1468.23,1520.0
Guido Cannetti,1468.1,1500.0
Daniel Sarafian,1468.06,1507.77
Piotr Hallmann,1468.0,1533.13
Trevor Smith,1467.99,1524.82
Russell Doane,1467.96,1545.27
Clay Harvison,1467.92,1520.0
Craig White,1467.88,1500.0
Brad Scott,1467.85,1511.4
Efrain Escudero,1467.78,1548.19
Bethe Correia,1467.51,1561.13
Felipe dos Santos,1467.37,1503.34
Orion Cosce,1467.36,1500.0
George Sullivan,1467.34,1546.52
Lando Vannata,1467.18,1516.13
Erick Montano,1467.18,1520.0
Oskar Piechota,1467.03,1542.33
Derrick Krantz,1466.95,1500.0
Alexander Yakovlev,1466.92,1522.43
Mike Breeden,1466.92,1500.0
Devin Powell,1466.9,1500.0
Mike Brown,1466.83,1500.0
Elise Reed,1466.82,1500.0
Marion Reneau,1466.64,1572.28
Dylan Andrews,1466.61,1546.7
Steven Peterson,1466.6,1508.07
Omar Morales,1466.49,1539.39
Yosdenis Cedeno,1466.43,1506.44
Frankie Perez,1466.37,1502.07
Vanessa Melo,1466.34,1500.0
Brad Katona,1466.2,1538.4
Damian Stasiak,1466.13,1529.77
Louis Gaudinot,1466.08,1501.8
Bart Palaszewski,1465.78,1528.21
Elizabeth Phillips,1465.74,1500.0
Mickey Gall,1465.71,1572.44
Akbarh Arreola,1465.7,1506.19
Brian Kelleher,1465.63,1571.98
Tor Troeng,1465.24,1525.0
Luke Sanders,1465.18,1527.34
Justin Salas,1465.13,1520.0
Bobby Moffett,1465.04,1500.0
Darrick Minner,1465.02,1525.49
Quang Le,1464.9,1500.0
Kleydson Rodrigues,1464.79,1505.29
Justin Ledet,1464.66,1561.07
Rostem Akman,1464.55,1500.0
Mike Grundy,1464.4,1527.78
Andre Winner,1464.4,1526.46
Kay Hansen,1464.32,1525.0
Dennis Buzukja,1464.31,1500.0
Andrew Holbrook,1464.22,1520.57
Chris Barnett,1464.14,1507.08
Jack Marshman,1464.14,1529.77
Yaotzin Meza,1464.11,1501.52
Alex White,1464.09,1521.97
Stefan Sekulic,1464.09,1500.0
Anderson Dos Santos,1464.05,1500.0
John Allan,1464.01,1500.0
Kai Asakura,1463.91,1500.0
Roger Hollett,1463.88,1500.0
Cortney Casey,1463.87,1512.31
Justin Scoggins,1463.76,1540.14
Shanna Young,1463.74,1500.0
Danny Martinez,1463.72,1500.0
Dhiego Lima,1463.7,1500.0
Christos Giagos,1463.69,1530.07
Mike de la Torre,1463.59,1510.46
Jared Gooden,1463.52,1500.0
Landon Quinones,1463.49,1500.0
Liudvik Sholinian,1463.41,1500.0
Josh Clopton,1463.32,1500.0
Paul Bradley,1463.26,1500.0
Duane Ludwig,1463.25,1546.58
Matt Dwyer,1463.14,1500.31
Dwight Grant,1463.03,1529.74
Brendson Ribeiro,1462.99,1503.43
Jay Silva,1462.99,1500.0
Gabriel Silva,1462.96,1500.0
Terry Martin,1462.85,1509.17
Pedro Falcao,1462.82,1500.0
Josh Neer,1462.79,1531.55
Tim Gorman,1462.71,1500.0
Koji Oishi,1462.67,1500.0
Don Shainis,1462.65,1500.0
Gasan Umalatov,1462.57,1500.0
Rob Kimmons,1462.52,1523.11
Will Brooks,1462.48,1524.23
Alex Nicholson,1462.48,1503.47
Ross Pearson,1462.41,1585.18
Reese Andy,1462.4,1500.0
Joao Zeferino,1462.39,1500.0
Felipe Colares,1462.36,1502.92
Bruno Souza,1462.36,1500.0
Domingo Pilarte,1462.31,1500.0
Chris Wilson,1462.3,1508.6
Enrique Marin,1462.29,1500.0
Jorge Lopez,1462.27,1500.0
Michael McBride,1462.21,1500.0
Luigi Vendramini,1462.17,1506.47
Jesse Butler,1462.13,1500.0
Julio Paulino,1462.11,1500.0
Danny Downes,1462.11,1500.0
Matt Bessette,1461.98,1500.0
Mehdi Baghdad,1461.98,1500.0
Matt Horwich,1461.91,1500.0
Clay Collard,1461.82,1500.0
Alex Da Silva,1461.81,1500.0
Cody Durden,1461.77,1554.65
Preston Parsons,1461.74,1504.92
Carlos Huachin,1461.72,1500.0
Ben Saunders,1461.68,1596.71
Johnny Munoz,1461.64,1505.02
Edwin Figueroa,1461.63,1521.45
Junior Tafa,1461.6,1508.22
Kevin Aguilar,1461.52,1544.56
Ray Rodriguez,1461.5,1500.0
Nikolay Veretennikov,1461.43,1500.0
Laureano Staropoli,1461.39,1541.73
Tateki Matsuda,1461.36,1500.0
Ericka Almeida,1461.35,1500.0
Kevin Borjas,1461.33,1500.0
Jin Soo Son,1461.3,1500.0
Tsuyoshi Kohsaka,1461.26,1501.8
Luis Henrique,1461.23,1526.63
Danny Mitchell,1461.22,1500.0
Alexis Dufresne,1461.15,1500.0
Julie Kedzie,1461.15,1500.0
Humberto Bandenay,1461.14,1526.8
Justin Jones,1461.12,1500.0
Chris Fishgold,1461.09,1500.69
Hatsu Hioki,1461.05,1539.65
Konstantin Erokhin,1461.05,1500.0
Nick Fiore,1461.03,1500.0
TJ Brown,1460.99,1503.67
Jonavin Webb,1460.96,1500.0
David Zawada,1460.96,1500.0
Darko Stosic,1460.93,1523.51
Lucio Linhares,1460.82,1500.0
Gadzhi Omargadzhiev,1460.75,1500.0
Jason Novelli,1460.75,1500.0
Quinn Mulhern,1460.72,1500.0
Dusko Todorovic,1460.71,1520.43
Azat Maksum,1460.7,1520.05
Josh Fremd,1460.69,1500.0
Carlton Minus,1460.64,1500.0
Hernani Perpetuo,1460.58,1500.0
Vagner Rocha,1460.55,1508.07
Jon Olav Einemo,1460.52,1500.0
Sarah Frota,1460.47,1500.0
AJ Cunningham,1460.41,1500.0
Darrell Horcher,1460.41,1503.48
Seo Hee Ham,1460.32,1500.0
Josh Sampo,1460.23,1525.0
DaMarques Johnson,1460.22,1528.29
Shana Dobson,1460.18,1525.0
Damien Brown,1460.14,1525.88
Irina Alekseeva,1460.13,1527.33
Amar Suloev,1460.11,1500.0
Reuben Duran,1460.08,1506.44
Bernardo Magalhaes,1460.08,1500.0
Shane Roller,1460.08,1527.82
Chan-Mi Jeon,1460.07,1500.0
Nolan Ticman,1460.07,1500.0
Paulo Thiago,1460.06,1571.28
Kazula Vargas,1460.05,1500.0
Bobby Hoffman,1460.02,1500.0
Colin Fletcher,1460.0,1500.0
Dileno Lopes,1459.91,1500.0
David Dodd,1459.9,1500.0
Josh Copeland,1459.87,1500.0
Andre Gusmao,1459.85,1500.0
Ronys Torres,1459.82,1500.0
Marnic Mann,1459.81,1500.0
Ivana Petrovic,1459.81,1500.24
Christophe Leninger,1459.77,1500.0
Mats Nilsson,1459.76,1500.0
Oliver Enkamp,1459.71,1500.0
Yuri Villefort,1459.7,1500.0
Joey Gambino,1459.69,1500.0
Rosi Sexton,1459.61,1500.0
Kyle Bradley,1459.55,1500.0
Mark Striegl,1459.53,1500.0
Cristiano Marcello,1459.52,1500.0
Tom DeBlass,1459.51,1500.0
Austin Arnett,1459.49,1500.0
Karlos Vemola,1459.37,1507.04
Jose Johnson,1459.36,1502.43
James Irvin,1459.28,1526.26
Vik Grujic,1459.26,1505.0
Teemu Packalen,1459.23,1505.47
Victor Altamirano,1459.23,1522.87
AJ Dobson,1459.2,1500.0
Carmelo Marrero,1459.19,1522.67
Doug Evans,1459.19,1500.0
Zhang Tiequan,1459.14,1523.49
Yao Zhikui,1459.08,1501.08
Ali AlQaisi,1459.03,1500.0
Jason MacDonald,1458.93,1557.39
Alex Ricci,1458.93,1500.0
Chris Avila,1458.85,1500.0
Fernando Bruno,1458.85,1500.0
Jarno Errens,1458.84,1500.0
Justin Eilers,1458.83,1526.61
Dan Argueta,1458.81,1502.71
Michal Figlak,1458.78,1500.0
Ryan Couture,1458.77,1500.0
Chad Reiner,1458.74,1500.0
Kuniyoshi Hironaka,1458.73,1504.39
Motonobu Tezuka,1458.73,1500.0
Christian Morecraft,1458.71,1503.35
Rin Nakai,1458.64,1500.0
Josh Ferguson,1458.64,1500.0
Aleksa Camur,1458.62,1520.75
Carl Deaton,1458.6,1500.0
Maria Oliveira,1458.54,1500.0
Peter Barrett,1458.54,1500.0
Maheshate,1458.52,1525.48
TJ Laramie,1458.5,1500.0
Ednaldo Oliveira,1458.48,1500.0
Steve Lopez,1458.38,1500.0
Joey Gomez,1458.38,1500.0
Amilcar Alves,1458.36,1500.0
Hailey Cowan,1458.32,1500.0
Jimmy Flick,1458.28,1525.09
Horacio Gutierrez,1458.25,1500.0
Jonathan Wilson,1458.21,1524.78
Jordan Vucenic,1458.2,1500.0
Valeri Ignatov,1458.13,1500.0
Brandon Thatch,1458.12,1550.55
Pearl Gonzalez,1458.11,1500.0
Matt Sayles,1458.1,1503.69
Pat Barry,1458.01,1524.38
KB Bhullar,1457.98,1500.0
Yanis Ghemmouri,1457.98,1500.0
Patrick Williams,1457.96,1503.22
Richard Walsh,1457.95,1520.0
Kevin Casey,1457.95,1500.0
Jordan Radev,1457.94,1500.0
Jason Gonzalez,1457.92,1500.0
Val Woodburn,1457.88,1500.0
Steve Berger,1457.87,1500.0
Alberto Crane,1457.86,1500.0
Ramiro Hernandez,1457.79,1500.0
Jon Delos Reyes,1457.78,1500.0
Alessio Sakara,1457.76,1551.29
Ravena Oliveira,1457.68,1500.0
John Halverson,1457.67,1500.0
Alex Soto,1457.61,1500.0
Jessica Rakoczy,1457.58,1500.0
Mitch Ramirez,1457.58,1500.0
Yorgan De Castro,1457.57,1525.0
Ode Osbourne,1457.56,1517.18
Justin Levens,1457.54,1500.0
Yasuhiro Urushitani,1457.52,1500.0
Yusuke Kasuya,1457.52,1500.0
Steve Montgomery,1457.51,1500.0
Cortavious Romious,1457.5,1500.0
Brock Jardine,1457.5,1500.0
Pat Audinwood,1457.49,1500.0
Wagner Prado,1457.46,1500.0
Chad Griggs,1457.44,1500.0
Anthony Ivy,1457.44,1500.0
Richardson Moreira,1457.37,1500.0
Paul Redmond,1457.36,1500.0
Te Edwards,1457.27,1500.0
Michel Quinones,1457.2,1500.0
Lauren Mueller,1457.2,1521.44
Nohelin Hernandez,1457.19,1500.0
Papy Abedi,1457.16,1500.0
TJ O'Brien,1457.16,1500.0
Kazuhiro Nakamura,1457.15,1500.0
Louis Cosce,1457.15,1500.0
Teruto Ishihara,1457.14,1547.18
Brian Houston,1457.1,1500.0
Jessin Ayari,1457.1,1520.0
Artem Lobov,1457.1,1505.79
Josh Quinlan,1457.08,1523.26
Tucker Lutz,1457.07,1518.87
Hector Ramirez,1457.07,1500.0
Sam Sicilia,1457.06,1525.0
Eddie Wineland,1457.05,1536.17
Jason Young,1456.95,1500.0
Antonio Mendes,1456.94,1500.0
Joseph Gigliotti,1456.71,1500.0
Johnny Eduardo,1456.7,1527.57
Renee Forte,1456.67,1500.0
Sedriques Dumas,1456.65,1512.16
Andreas Stahl,1456.55,1500.0
Sam Stout,1456.53,1542.71
Mike Stumpf,1456.49,1500.0
Stewart Nicoll,1456.47,1500.0
Walel Watson,1456.46,1525.0
Roberto Romero,1456.45,1500.0
Luiz Dutra,1456.44,1500.0
Dan Stittgen,1456.44,1500.0
Mike Lullo,1456.44,1500.0
Curtis Stout,1456.44,1500.0
Alan Omer,1456.44,1500.0
Sammy Morgan,1456.44,1500.0
Carls John De Tomas,1456.44,1500.0
Randa Markos,1456.43,1505.99
Vaughan Lee,1456.39,1503.57
Jason Black,1456.36,1500.0
Kazuki Tokudome,1456.34,1519.88
Thomas Gifford,1456.34,1500.0
Marcelo Golm,1456.34,1523.18
Sean Salmon,1456.3,1500.0
Anna Elmose,1456.28,1500.0
Brendan O'Reilly,1456.26,1501.03
Josh Shockley,1456.25,1500.0
Silvana Gomez Juarez,1456.21,1500.0
Ashkan Mokhtarian,1456.09,1500.0
Yoshihiro Akiyama,1456.06,1522.88
Brodie Farber,1456.03,1500.0
Daniel Spitz,1456.03,1502.2
Dokonjonosuke Mishima,1456.01,1500.0
Cole Williams,1455.99,1500.0
Shayna Baszler,1455.91,1500.0
Sarah Alpar,1455.89,1500.0
Joe Brammer,1455.81,1500.0
Kaynan Kruschewsky,1455.8,1500.0
Saparbeg Safarov,1455.8,1500.0
Elvis Mutapcic,1455.76,1500.0
JC Cottrell,1455.76,1500.0
Jordan Griffin,1455.76,1500.0
Westin Wilson,1455.72,1500.0
Dakota Bush,1455.72,1500.0
Jeremy Kimball,1455.7,1502.72
Nicolle Caliari,1455.68,1500.0
Bevon Lewis,1455.66,1500.0
Gilbert Urbina,1455.6,1501.34
Jackson McVey,1455.55,1500.0
Leonardo Mafra,1455.52,1500.0
Syuri Kondo,1455.46,1518.78
Nick Aguirre,1455.46,1500.0
Joachim Christensen,1455.43,1502.03
Vince Cachero,1455.43,1500.0
Mac Danzig,1455.42,1547.97
Danny Abbadi,1455.39,1500.0
Victor Valimaki,1455.37,1500.0
Leo Kuntz,1455.36,1500.0
Tim Lajcik,1455.36,1500.0
Lucas Almeida,1455.36,1526.14
Charles Rosa,1455.35,1517.09
Shane Howell,1455.32,1500.0
Mark Holst,1455.31,1500.0
Jacob Kilburn,1455.29,1500.0
Razak Al-Hassan,1455.29,1500.0
Byron Bloodworth,1455.29,1500.0
David Kaplan,1455.29,1500.0
Pat Schilling,1455.26,1500.0
Jamey Simmons,1455.26,1500.0
Brandon Wolff,1455.25,1500.0
Rodrigo de Lima,1455.22,1500.0
Marcos Mariano,1455.21,1500.0
Frank Trigg,1455.19,1535.01
Jason Godsey,1455.19,1500.0
Eddie Gordon,1455.15,1525.0
Takenori Sato,1455.15,1500.0
Gaetano Pirrello,1455.15,1500.0
Talita Bernardo,1455.13,1500.0
Tim Williams,1455.09,1500.0
Ulysses Gomez,1455.08,1500.0
Leonardo Guimaraes,1455.07,1500.0
Claudio Ribeiro,1455.06,1500.64
Tom Watson,1455.05,1510.38
Tra Telligman,1455.03,1525.0
Jason Tan,1455.02,1500.0
Chris Indich,1455.0,1500.0
Leonardo Morales,1455.0,1500.0
Toshiomi Kazama,1454.99,1500.0
Ryan MacDonald,1454.93,1500.0
Jim Wallhead,1454.92,1500.0
Carlos Candelario,1454.92,1500.0
Houston Alexander,1454.85,1552.17
Jessica-Rose Clark,1454.84,1539.82
Terrence Mitchell,1454.84,1500.0
Phil Harris,1454.82,1500.0
Michael Patt,1454.82,1500.0
Francisco Prado,1454.8,1508.96
Mike Rio,1454.75,1523.2
Crafton Wallace,1454.7,1500.0
Michael Kuiper,1454.68,1505.14
Eric Wisely,1454.64,1500.0
Donny Walker,1454.64,1500.0
Elias Garcia,1454.55,1500.0
Andre Soukhamthath,1454.48,1500.0
Alptekin Ozkilic,1454.45,1521.06
Kyle Stewart,1454.45,1500.0
Brandon Jenkins,1454.38,1500.0
Juancamilo Ronderos,1454.36,1500.0
Todd Brown,1454.36,1500.0
Anthony Lapsley,1454.34,1500.0
Gloria de Paula,1454.33,1500.0
Luis Ramos,1454.27,1500.0
Pete Williams,1454.24,1548.2
Luis Gurule,1454.12,1500.0
Alvin Robinson,1454.12,1501.19
Josias Musasa,1454.09,1500.0
Chris Heatherly,1454.07,1500.0
Dan Evensen,1454.06,1500.0
Besam Yousef,1454.01,1500.0
Cain Carrizosa,1453.92,1500.0
Cristina Stanciu,1453.92,1500.0
Suman Mokhtarian,1453.92,1500.0
Erik Silva,1453.88,1500.0
Grigory Popov,1453.86,1500.0
Mariya Agapova,1453.85,1522.35
Willie Gates,1453.83,1502.26
Jordan Espinosa,1453.78,1519.29
Edward Faaloloto,1453.75,1500.0
Michelle Waterson-Gomez,1453.74,1568.34
Gilbert Aldana,1453.72,1500.0
Wagner Silva,1453.7,1500.0
Kelly Faszholz,1453.66,1500.0
Eiji Mitsuoka,1453.64,1500.0
Jesse Strader,1453.64,1500.0
Luke Caudillo,1453.61,1500.0
Ryan Thomas,1453.61,1500.0
Rafael Cavalcante,1453.6,1504.94
Kevin Jordan,1453.59,1500.0
Denis Stojnic,1453.53,1500.0
Roman Salazar,1453.5,1500.0
Scott Smith,1453.48,1502.75
Fabiano Scherner,1453.46,1500.0
Azamat Gashimov,1453.46,1500.0
Kwan Ho Kwak,1453.45,1500.0
Jorge de Oliveira,1453.41,1500.0
Anthony Christodoulou,1453.39,1500.0
Guto Inocente,1453.39,1500.0
Shane del Rosario,1453.38,1500.0
Brendon Marotte,1453.37,1500.0
Rolando Dy,1453.36,1500.0
Joseph Holmes,1453.31,1501.86
Xavier Foupa-Pokam,1453.3,1500.0
Ricky Rainey,1453.21,1500.0
Yoislandy Izquierdo,1453.2,1500.0
Cody Pfister,1453.17,1500.0
Sean Spencer,1453.09,1515.42
Rob Wilkinson,1453.06,1500.0
Jose Maria,1452.95,1500.0
Steve Kennedy,1452.87,1500.0
Emily Kagan,1452.85,1500.0
Jessamyn Duke,1452.79,1520.0
Mark Eddiva,1452.67,1520.0
Antonio Silva,1452.67,1542.61
Jack May,1452.61,1500.0
George Roop,1452.58,1500.0
